customer_lifetime_value,monthly_premium_auto,total_claim_amount,number_of_open_complaints,income,policy_type,vehicle_class,gender,education,state,zones
12877,117,561,0,0,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
6775,86,412,1,27354,Personal Auto,Two-Door Car,male,Doctor,Washington,east
7540,96,689,2,61726,Personal Auto,Two-Door Car,male,Doctor,Washington,east
5989,154,739,0,66839,Personal Auto,Sports Car,male,College,Arizona,central
9171,77,369,0,60433,Personal Auto,Four-Door Car,male,College,California,west
21528,82,393,0,11538,Corporate Auto,Four-Door Car,male,Bachelor,California,west
2675,69,430,4,67837,Personal Auto,Four-Door Car,male,High School or Below,Nevada,central
9246,118,717,2,40032,Personal Auto,SUV,female,Bachelor,California,west
4860,61,199,0,41126,Corporate Auto,Four-Door Car,male,Master,Washington,east
2471,62,297,0,65176,Personal Auto,Four-Door Car,male,College,California,west
2760,70,336,2,34717,Special Auto,Four-Door Car,female,Bachelor,Oregon,northwest
4270,122,725,0,0,Personal Auto,SUV,male,College,California,west
3136,89,640,0,0,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
7755,110,528,0,0,Personal Auto,Four-Door Car,male,Master,California,west
4927,67,132,0,0,Personal Auto,Two-Door Car,female,Bachelor,Washington,east
6661,95,456,0,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
6529,83,398,1,44379,Special Auto,Four-Door Car,male,High School or Below,California,west
3293,94,676,0,0,Corporate Auto,Four-Door Car,female,College,Oregon,northwest
5154,127,442,0,82730,Corporate Auto,SUV,male,High School or Below,Arizona,central
5597,139,667,0,37995,Personal Auto,SUV,female,High School or Below,Washington,east
20766,73,350,2,0,Personal Auto,Two-Door Car,female,Bachelor,California,west
5423,68,62,3,85018,Personal Auto,Four-Door Car,female,Doctor,Oregon,northwest
5553,89,640,1,0,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
5504,73,350,0,0,Corporate Auto,Four-Door Car,female,Bachelor,California,west
12663,105,504,0,72109,Personal Auto,Sports Car,male,High School or Below,California,west
5548,69,331,0,67798,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
4389,118,670,1,0,Personal Auto,SUV,female,High School or Below,Washington,east
2604,74,532,0,0,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2918,72,345,0,80714,Personal Auto,Four-Door Car,male,College,Oregon,northwest
2487,63,293,0,38667,Personal Auto,Four-Door Car,male,High School or Below,California,west
9082,117,232,0,34430,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5557,69,331,0,83576,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
5107,65,288,1,35625,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
5570,139,540,1,85718,Personal Auto,Sports Car,female,College,Washington,east
5595,71,340,0,74454,Personal Auto,Four-Door Car,female,High School or Below,California,west
11243,96,250,0,66146,Personal Auto,Two-Door Car,male,College,Nevada,central
6113,88,1034,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
5271,74,443,1,13215,Corporate Auto,Four-Door Car,female,Bachelor,California,west
2746,70,504,0,62302,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
4729,124,630,0,0,Corporate Auto,Sports Car,female,High School or Below,Nevada,central
8879,113,528,0,52583,Special Auto,SUV,female,High School or Below,Oregon,northwest
3106,85,422,0,22076,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
5860,73,41,0,94527,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
9035,113,542,0,34337,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
7256,181,404,0,29053,Personal Auto,Sports Car,female,Master,Nevada,central
14428,68,326,0,0,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
2787,69,331,0,62506,Personal Auto,Two-Door Car,female,College,Oregon,northwest
4845,65,129,0,0,Personal Auto,Two-Door Car,female,Bachelor,California,west
5460,70,266,2,45404,Corporate Auto,Two-Door Car,male,Bachelor,Arizona,central
26511,229,1099,0,28773,Personal Auto,Luxury Car,male,Bachelor,California,west
3141,79,47,0,24019,Personal Auto,Four-Door Car,female,College,Nevada,central
2545,71,340,0,0,Special Auto,Four-Door Car,female,Bachelor,Nevada,central
8355,104,499,0,23666,Personal Auto,SUV,female,College,Arizona,central
3837,99,712,0,36794,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
2534,67,321,0,25163,Corporate Auto,Two-Door Car,female,Bachelor,Oregon,northwest
5762,72,345,0,66156,Personal Auto,Four-Door Car,male,Doctor,Nevada,central
15936,76,364,0,0,Personal Auto,Four-Door Car,female,Bachelor,California,west
12552,67,459,0,10147,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
2352,64,381,0,0,Corporate Auto,Four-Door Car,female,College,Arizona,central
4935,61,352,0,95765,Personal Auto,Four-Door Car,female,College,Oregon,northwest
5356,67,414,0,60752,Personal Auto,Four-Door Car,female,College,Oregon,northwest
3740,104,499,1,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
2489,67,309,5,31058,Personal Auto,Two-Door Car,female,College,California,west
7188,94,451,0,13542,Personal Auto,Four-Door Car,male,High School or Below,California,west
35022,99,712,0,25270,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
2661,72,345,2,24152,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
12200,102,120,0,60282,Corporate Auto,SUV,female,College,Washington,east
29006,104,499,0,40252,Personal Auto,Sports Car,female,High School or Below,California,west
3873,105,701,0,28142,Personal Auto,Sports Car,male,College,Nevada,central
2471,61,114,0,95697,Corporate Auto,Two-Door Car,male,High School or Below,California,west
2688,67,104,2,89771,Personal Auto,Two-Door Car,male,Bachelor,California,west
2551,63,392,0,79751,Personal Auto,Two-Door Car,male,Master,California,west
4949,69,331,0,0,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
6143,77,36,0,45032,Personal Auto,Four-Door Car,female,High School or Below,California,west
8837,113,249,0,62277,Corporate Auto,SUV,male,Master,Arizona,central
9517,87,417,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2879,73,123,0,40525,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
2805,70,336,0,26004,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
6045,77,31,3,82399,Personal Auto,Four-Door Car,female,College,California,west
5246,66,456,0,28909,Personal Auto,Two-Door Car,female,Bachelor,Nevada,central
4772,128,614,0,15323,Personal Auto,SUV,male,High School or Below,California,west
3867,98,470,0,79628,Personal Auto,Four-Door Car,female,College,Washington,east
3383,97,698,0,0,Corporate Auto,Two-Door Car,female,High School or Below,Oregon,northwest
9521,121,123,0,27769,Special Auto,SUV,male,College,Nevada,central
7614,102,1106,0,16707,Special Auto,Four-Door Car,male,Bachelor,California,west
11308,66,316,0,0,Personal Auto,Four-Door Car,female,College,Nevada,central
3350,83,582,0,94395,Personal Auto,Four-Door Car,female,Bachelor,California,west
2683,67,321,0,84895,Corporate Auto,Two-Door Car,male,Bachelor,California,west
42561,119,571,0,66661,Personal Auto,SUV,male,Master,Nevada,central
2086,62,446,0,0,Personal Auto,Two-Door Car,male,High School or Below,Nevada,central
4868,121,580,0,31447,Personal Auto,SUV,female,High School or Below,Nevada,central
5021,125,723,0,61987,Personal Auto,SUV,female,College,Washington,east
3671,91,347,0,42460,Personal Auto,Two-Door Car,female,College,Oregon,northwest
5253,150,720,2,12811,Corporate Auto,SUV,male,College,Oregon,northwest
12036,104,499,0,44428,Corporate Auto,SUV,male,Bachelor,Oregon,northwest
3508,97,698,0,0,Personal Auto,Four-Door Car,female,College,Arizona,central
3818,103,616,5,25221,Special Auto,Four-Door Car,male,College,Nevada,central
2570,65,284,0,44940,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2846,71,352,0,39192,Corporate Auto,Four-Door Car,female,College,Oregon,northwest
7292,68,415,0,0,Personal Auto,Two-Door Car,male,High School or Below,California,west
10581,133,628,0,42513,Corporate Auto,Sports Car,female,College,California,west
23144,193,1389,0,59821,Personal Auto,Luxury SUV,male,High School or Below,Oregon,northwest
4605,63,302,0,22571,Corporate Auto,Four-Door Car,female,College,California,west
3939,99,882,0,60021,Corporate Auto,Four-Door Car,female,Bachelor,Washington,east
8104,67,141,0,58172,Personal Auto,Four-Door Car,female,High School or Below,California,west
4165,105,504,1,58299,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
14065,61,214,0,25275,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
21991,109,132,0,80807,Personal Auto,SUV,female,College,Oregon,northwest
7590,65,312,1,52348,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
8018,68,200,0,58843,Corporate Auto,Two-Door Car,female,Bachelor,Washington,east
3554,88,55,0,58557,Corporate Auto,Four-Door Car,female,Master,Nevada,central
3945,105,933,0,0,Personal Auto,SUV,female,Bachelor,Oregon,northwest
2915,73,350,0,86599,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
5554,69,167,0,52984,Personal Auto,Two-Door Car,female,Master,Arizona,central
5329,72,345,0,0,Personal Auto,Four-Door Car,female,Master,Oregon,northwest
5502,72,345,0,0,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
7606,96,173,0,47778,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
27789,89,395,0,33806,Corporate Auto,Four-Door Car,female,Bachelor,Arizona,central
5971,78,374,3,52018,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
2248,63,347,1,24910,Corporate Auto,Four-Door Car,female,Bachelor,California,west
10745,91,436,0,39135,Personal Auto,Four-Door Car,male,College,Nevada,central
7223,97,465,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
9384,133,957,0,0,Personal Auto,SUV,male,High School or Below,California,west
5709,78,410,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
4983,65,468,0,28726,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
13561,122,585,0,0,Special Auto,Sports Car,male,Doctor,Oregon,northwest
7218,90,462,0,45356,Personal Auto,Four-Door Car,female,Master,Arizona,central
5160,129,619,0,87050,Personal Auto,SUV,male,High School or Below,Arizona,central
13115,171,237,1,20705,Personal Auto,SUV,male,Bachelor,Nevada,central
29874,94,451,0,52651,Personal Auto,Two-Door Car,female,Master,California,west
20237,63,302,0,55270,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
2580,66,316,0,46900,Personal Auto,Four-Door Car,male,College,Arizona,central
39561,110,770,0,60500,Personal Auto,Sports Car,male,College,California,west
8186,102,414,0,43877,Corporate Auto,SUV,female,High School or Below,Washington,east
4767,72,345,0,0,Corporate Auto,Four-Door Car,male,Bachelor,Nevada,central
8474,73,350,2,58488,Personal Auto,Four-Door Car,male,Bachelor,California,west
4723,61,292,3,29193,Corporate Auto,Four-Door Car,female,Bachelor,California,west
10484,89,49,0,61108,Personal Auto,Four-Door Car,female,College,Arizona,central
3304,95,456,0,23931,Personal Auto,Four-Door Car,female,College,Oregon,northwest
5002,70,504,0,0,Personal Auto,Four-Door Car,male,College,California,west
7607,104,638,0,0,Personal Auto,SUV,male,College,California,west
2802,71,132,0,34628,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
7455,94,648,2,74089,Personal Auto,Four-Door Car,female,High School or Below,California,west
21766,290,1550,0,0,Personal Auto,Luxury Car,female,High School or Below,California,west
7316,62,108,1,30493,Personal Auto,Two-Door Car,female,College,Oregon,northwest
7443,93,243,0,89285,Corporate Auto,Two-Door Car,male,Bachelor,Oregon,northwest
3086,77,278,2,92147,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
6727,84,72,2,39428,Personal Auto,Two-Door Car,female,Bachelor,Washington,east
20266,103,494,0,21542,Special Auto,Sports Car,male,High School or Below,California,west
5264,72,135,0,0,Special Auto,Four-Door Car,female,College,California,west
8564,113,813,0,23506,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
8086,100,141,0,70811,Personal Auto,Sports Car,female,Bachelor,Oregon,northwest
4705,78,555,3,0,Corporate Auto,Four-Door Car,female,Bachelor,Washington,east
4273,106,239,1,82214,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5908,73,287,0,71401,Personal Auto,Four-Door Car,female,High School or Below,California,west
41787,119,571,2,46587,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
10633,132,260,0,80046,Personal Auto,SUV,female,High School or Below,Oregon,northwest
5450,68,262,0,76389,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
7035,87,310,0,77235,Personal Auto,Two-Door Car,male,Doctor,California,west
8203,74,415,3,38595,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
8714,118,566,0,0,Personal Auto,SUV,female,College,Arizona,central
3352,83,303,0,55359,Special Auto,Four-Door Car,female,Master,Nevada,central
5017,62,31,0,79814,Personal Auto,Four-Door Car,female,Master,Nevada,central
2753,70,459,3,75277,Corporate Auto,Two-Door Car,female,Bachelor,Arizona,central
2619,66,225,0,78618,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
4867,63,302,0,20123,Personal Auto,Four-Door Car,female,Doctor,California,west
3061,78,452,0,88362,Personal Auto,Two-Door Car,male,College,Arizona,central
3545,116,835,3,0,Corporate Auto,SUV,male,Bachelor,Oregon,northwest
3259,85,541,4,52782,Personal Auto,Four-Door Car,male,College,Oregon,northwest
5095,137,452,0,0,Personal Auto,SUV,female,Bachelor,California,west
2397,65,572,0,22283,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
7427,96,450,0,28848,Corporate Auto,Two-Door Car,male,Bachelor,California,west
2510,64,437,0,0,Corporate Auto,Four-Door Car,female,Doctor,California,west
2637,66,316,0,54378,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
4969,67,321,0,21827,Special Auto,Four-Door Car,male,High School or Below,California,west
34611,109,523,0,20090,Personal Auto,Sports Car,female,High School or Below,Arizona,central
11618,297,1425,1,27750,Personal Auto,Luxury Car,female,College,Washington,east
4762,61,156,0,57135,Corporate Auto,Four-Door Car,male,High School or Below,California,west
4879,61,292,0,58580,Personal Auto,Four-Door Car,female,Bachelor,California,west
4330,107,513,0,60475,Personal Auto,Four-Door Car,male,College,Oregon,northwest
9095,116,556,0,37937,Personal Auto,SUV,male,College,Washington,east
5524,69,331,0,70360,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
11836,119,856,0,0,Personal Auto,Four-Door Car,male,College,Oregon,northwest
2588,66,93,0,47509,Personal Auto,Four-Door Car,male,Bachelor,California,west
7176,183,878,0,27071,Personal Auto,Luxury Car,male,Master,Nevada,central
27890,99,319,0,46546,Special Auto,Four-Door Car,female,High School or Below,Arizona,central
7280,67,54,4,32627,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
2152,65,460,0,0,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
4334,116,1065,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
8630,122,585,2,0,Personal Auto,SUV,female,College,Oregon,northwest
4766,64,307,2,29177,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
10439,88,253,0,88233,Personal Auto,Four-Door Car,male,College,California,west
3747,107,549,0,0,Personal Auto,SUV,female,College,Washington,east
6617,195,1404,0,0,Personal Auto,Luxury SUV,male,Bachelor,Oregon,northwest
3821,95,50,0,79189,Corporate Auto,Two-Door Car,female,College,California,west
2863,71,82,0,41077,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
9420,118,566,0,47048,Personal Auto,SUV,female,Bachelor,Arizona,central
8767,111,532,0,45484,Corporate Auto,Four-Door Car,male,Doctor,California,west
4571,115,242,0,79453,Personal Auto,SUV,male,Master,California,west
14514,181,868,0,88753,Personal Auto,Luxury SUV,female,College,Arizona,central
2588,74,851,0,0,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
6243,78,330,0,73945,Personal Auto,Two-Door Car,male,College,Nevada,central
2719,72,345,0,14030,Personal Auto,Two-Door Car,female,College,Washington,east
2719,68,326,0,81799,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
4803,62,440,0,23634,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
2856,78,374,0,0,Personal Auto,Four-Door Car,male,Bachelor,California,west
5169,65,421,0,56334,Corporate Auto,Two-Door Car,female,Bachelor,Oregon,northwest
4082,107,513,0,23206,Personal Auto,Sports Car,female,Bachelor,Oregon,northwest
2959,85,612,0,28140,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
16468,63,685,0,0,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
12779,88,633,0,0,Special Auto,Four-Door Car,male,High School or Below,California,west
12168,115,828,0,14973,Personal Auto,SUV,male,Bachelor,California,west
6240,87,712,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5442,69,292,3,25884,Personal Auto,Four-Door Car,female,Doctor,Nevada,central
3551,96,313,0,11607,Corporate Auto,Four-Door Car,male,Master,Oregon,northwest
24138,67,175,0,53691,Personal Auto,Four-Door Car,male,Master,Nevada,central
15415,194,1067,1,89464,Personal Auto,Luxury SUV,male,Bachelor,Oregon,northwest
5517,71,180,4,60596,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
13448,117,561,1,43720,Personal Auto,SUV,male,Bachelor,Nevada,central
6689,84,599,0,56980,Personal Auto,Two-Door Car,male,High School or Below,California,west
7222,68,350,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4311,67,482,1,0,Personal Auto,Four-Door Car,male,College,Oregon,northwest
4376,111,60,0,63774,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
10506,88,117,0,61650,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
8667,109,527,0,31354,Personal Auto,SUV,male,College,Oregon,northwest
5938,74,10,0,44190,Corporate Auto,Four-Door Car,female,Doctor,California,west
15277,191,981,0,38183,Personal Auto,Luxury Car,female,Bachelor,Nevada,central
2551,63,392,0,79751,Special Auto,Two-Door Car,male,Master,Oregon,northwest
4191,64,535,1,0,Personal Auto,Two-Door Car,male,High School or Below,California,west
8161,114,732,1,12266,Personal Auto,SUV,male,College,Arizona,central
2784,70,104,0,61807,Personal Auto,Four-Door Car,male,Master,California,west
10083,90,571,0,11828,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
19363,70,50,0,49945,Personal Auto,Four-Door Car,male,Bachelor,California,west
7154,182,532,0,28204,Personal Auto,Luxury Car,female,Bachelor,Nevada,central
8779,219,1051,0,54726,Corporate Auto,Luxury Car,male,High School or Below,Arizona,central
2731,68,315,0,43386,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
7429,101,549,0,0,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
2616,66,316,0,72302,Personal Auto,Two-Door Car,male,College,Nevada,central
8044,67,284,0,71391,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
2534,71,340,3,21606,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
10014,124,128,0,74489,Special Auto,SUV,female,Bachelor,California,west
4745,61,292,0,50549,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
14040,195,669,1,0,Personal Auto,Luxury SUV,female,Bachelor,Arizona,central
14635,139,667,0,0,Corporate Auto,SUV,female,Bachelor,California,west
3885,105,504,0,0,Personal Auto,Four-Door Car,male,College,California,west
5107,65,288,1,35625,Personal Auto,Four-Door Car,female,Bachelor,California,west
9384,116,556,0,25370,Special Auto,SUV,female,High School or Below,Washington,east
5007,62,297,0,51523,Personal Auto,Four-Door Car,male,College,Arizona,central
49423,137,595,0,85058,Personal Auto,SUV,male,Bachelor,Arizona,central
8558,125,615,0,0,Personal Auto,SUV,male,Bachelor,California,west
4892,61,311,0,27005,Corporate Auto,Four-Door Car,female,High School or Below,California,west
5365,66,211,0,62808,Special Auto,Two-Door Car,female,College,Arizona,central
5163,64,253,0,88692,Personal Auto,Four-Door Car,female,High School or Below,California,west
38055,115,552,0,0,Special Auto,SUV,male,High School or Below,Oregon,northwest
7403,98,136,1,19064,Personal Auto,Four-Door Car,female,Master,Oregon,northwest
6051,88,633,0,0,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
7229,93,36,0,60345,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
3300,84,161,0,59592,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5505,73,413,1,15648,Special Auto,Two-Door Car,female,College,California,west
4334,123,590,3,23904,Corporate Auto,SUV,female,Bachelor,California,west
4349,110,700,0,90893,Personal Auto,SUV,female,College,Oregon,northwest
4882,66,475,0,0,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
10114,84,224,0,74001,Corporate Auto,Four-Door Car,female,College,Oregon,northwest
5259,67,321,0,28447,Personal Auto,Four-Door Car,male,College,Oregon,northwest
4013,100,121,0,56586,Personal Auto,Sports Car,male,College,California,west
6285,172,825,0,0,Personal Auto,SUV,male,Bachelor,Oregon,northwest
4518,62,297,0,19186,Personal Auto,Four-Door Car,male,Doctor,Oregon,northwest
17738,110,134,0,65348,Corporate Auto,Sports Car,female,High School or Below,Arizona,central
6265,84,481,1,0,Personal Auto,Four-Door Car,female,Doctor,California,west
12168,109,30,0,0,Special Auto,Sports Car,female,Master,Oregon,northwest
3618,99,475,0,0,Special Auto,Four-Door Car,male,College,California,west
6474,91,436,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
5575,73,106,0,18892,Personal Auto,Four-Door Car,female,College,California,west
32144,103,494,0,19066,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
8223,101,94,0,95102,Corporate Auto,Four-Door Car,male,Bachelor,Oregon,northwest
7462,93,7,0,70263,Corporate Auto,Two-Door Car,female,College,Arizona,central
9031,122,650,0,0,Corporate Auto,Sports Car,female,Master,California,west
7028,63,302,4,18120,Personal Auto,Two-Door Car,female,High School or Below,Nevada,central
7406,62,71,0,38169,Corporate Auto,Four-Door Car,female,Bachelor,Nevada,central
7582,64,268,0,64801,Personal Auto,Four-Door Car,male,College,Oregon,northwest
10719,90,501,3,86036,Personal Auto,Four-Door Car,female,College,Arizona,central
3721,101,862,0,0,Personal Auto,SUV,female,College,Washington,east
3528,92,441,4,31278,Personal Auto,Two-Door Car,male,Doctor,Arizona,central
17085,62,9,1,20053,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
11955,99,133,0,71587,Personal Auto,Two-Door Car,female,College,California,west
6366,80,384,0,44368,Personal Auto,Two-Door Car,male,High School or Below,California,west
4669,116,556,0,76157,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
9100,113,542,0,59183,Personal Auto,SUV,female,High School or Below,Nevada,central
14663,73,119,1,91015,Personal Auto,Two-Door Car,male,Master,California,west
7529,66,78,4,52774,Corporate Auto,Two-Door Car,male,College,California,west
2647,69,300,0,37876,Personal Auto,Four-Door Car,male,College,Oregon,northwest
8072,101,282,0,57938,Special Auto,SUV,female,Bachelor,California,west
7644,99,523,0,26526,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2485,62,91,0,76608,Personal Auto,Four-Door Car,male,Bachelor,California,west
13144,194,931,0,0,Personal Auto,Luxury SUV,male,College,Arizona,central
3129,78,374,0,48056,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
8349,109,487,1,45428,Corporate Auto,SUV,male,Bachelor,California,west
3241,81,41,0,89196,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
6925,86,72,0,88893,Personal Auto,Four-Door Car,female,Bachelor,California,west
5098,97,609,4,0,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
2885,72,28,1,92722,Corporate Auto,Two-Door Car,female,Bachelor,Arizona,central
5979,76,547,0,57693,Personal Auto,Four-Door Car,female,High School or Below,Nevada,central
5416,67,343,0,53249,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
2345,63,302,0,26304,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
12556,70,504,0,0,Personal Auto,Two-Door Car,female,High School or Below,California,west
2839,74,93,5,71460,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
5595,71,340,0,74454,Corporate Auto,Four-Door Car,female,High School or Below,Arizona,central
3979,99,560,0,96413,Personal Auto,Four-Door Car,female,Bachelor,California,west
10925,90,432,0,98542,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
5669,70,336,0,43416,Personal Auto,Four-Door Car,female,Master,Oregon,northwest
5168,64,307,0,81182,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2760,69,290,0,79065,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
10382,102,560,2,11721,Personal Auto,SUV,male,High School or Below,Arizona,central
3816,95,30,0,82414,Personal Auto,Four-Door Car,female,College,California,west
11172,63,302,0,14533,Personal Auto,Four-Door Car,male,High School or Below,California,west
2456,73,525,0,0,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
7480,65,91,3,52513,Personal Auto,Two-Door Car,female,Bachelor,California,west
2659,87,420,3,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4626,114,547,0,79487,Personal Auto,SUV,female,Master,Oregon,northwest
12157,103,494,0,57449,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
4792,66,316,2,20181,Personal Auto,Four-Door Car,female,College,California,west
2821,71,244,0,73339,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
17441,217,1041,0,80969,Personal Auto,Luxury SUV,female,College,Arizona,central
4202,105,632,1,74057,Personal Auto,SUV,female,Bachelor,Oregon,northwest
7851,66,316,0,32225,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
8932,112,412,0,60909,Personal Auto,SUV,female,High School or Below,Arizona,central
5059,63,305,0,70999,Corporate Auto,Four-Door Car,male,High School or Below,California,west
11196,93,151,0,75457,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4430,112,537,0,24059,Personal Auto,SUV,male,High School or Below,Oregon,northwest
10330,87,384,0,56480,Personal Auto,Four-Door Car,male,College,California,west
9918,63,153,0,37586,Corporate Auto,Two-Door Car,female,College,Oregon,northwest
5876,73,97,0,97026,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
2734,69,331,0,54010,Personal Auto,Four-Door Car,male,College,Washington,east
3694,92,441,0,87485,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
9521,118,161,0,74583,Personal Auto,SUV,female,Bachelor,Washington,east
4377,64,460,0,0,Personal Auto,Two-Door Car,male,College,Oregon,northwest
6431,95,456,4,21238,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
6722,93,669,0,0,Personal Auto,Four-Door Car,female,High School or Below,Nevada,central
2397,65,572,0,22283,Personal Auto,Four-Door Car,female,High School or Below,California,west
2393,63,273,3,58237,Personal Auto,Two-Door Car,male,Master,Arizona,central
2359,63,352,0,19864,Personal Auto,Four-Door Car,female,Bachelor,California,west
4080,106,337,1,57283,Personal Auto,SUV,female,College,Oregon,northwest
26999,104,622,0,0,Personal Auto,Four-Door Car,male,Master,Washington,east
10914,137,61,0,71656,Special Auto,SUV,male,College,Oregon,northwest
3445,94,590,0,0,Corporate Auto,Four-Door Car,female,Bachelor,Nevada,central
6625,83,398,0,41460,Personal Auto,Four-Door Car,male,Bachelor,California,west
20067,101,384,0,85165,Personal Auto,Four-Door Car,female,Bachelor,Washington,east
3871,111,799,0,0,Personal Auto,Four-Door Car,female,High School or Below,Nevada,central
4171,106,580,1,36723,Personal Auto,SUV,female,Bachelor,California,west
6689,84,599,0,56980,Personal Auto,Two-Door Car,male,High School or Below,California,west
9009,113,601,0,32260,Personal Auto,Four-Door Car,male,Doctor,Arizona,central
4974,65,467,3,75644,Personal Auto,Two-Door Car,male,Bachelor,California,west
